,,,,,,Totals,Totals,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Age,Tm,Lg,Season,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
932,Mario Kasun\kasunma01,24,ORL,NBA,2004-05,45,0,7.9,1,2.2,1,2.2,0,0,0.5,1,1.2,1.7,2.8,0.2,0.2,0.3,0.6,1.9,2.6,0.48,0.485,0,0.48,0.558,0.505
933,Viktor Khryapa\khryavi01,22,POR,NBA,2004-05,32,5,16.3,1.7,3.9,1.6,3.5,0.1,0.3,0.7,1.3,0.9,2.5,3.4,0.8,0.6,0.6,1,2.5,4.2,0.435,0.442,0.364,0.452,0.548,0.474
934,Brandin Knight\knighbr02,23,HOU,NBA,2004-05,1,0,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,,0
935,Nenad Krstic\krstine01,21,NJN,NBA,2004-05,75,57,26.2,3.7,7.6,3.7,7.6,0,0,2.5,3.4,2.1,3.2,5.3,1,0.4,0.8,1.5,3.7,10,0.493,0.495,0,0.493,0.725,0.547
936,Ibo Kutluay\kutluib01,30,SEA,NBA,2004-05,5,0,2.4,0,0.2,0,0.2,0,0,0,0,0,0.2,0.2,0,0,0,0.4,0.2,0,0,0,,0,,0
937,Shaun Livingston\livinsh01,19,LAC,NBA,2004-05,30,15,27.1,3,7.2,3,7.1,0,0.1,1.5,2,0.7,2.2,3,5,1.1,0.4,2.5,2.7,7.4,0.414,0.418,0,0.414,0.746,0.461
938,Kevin Martin\martike02,21,SAC,NBA,2004-05,45,0,10.1,1,2.6,0.9,2,0.1,0.6,0.8,1.2,0.6,0.6,1.3,0.5,0.4,0.1,0.5,0.8,2.9,0.385,0.435,0.2,0.406,0.655,0.464
939,Jameer Nelson\nelsoja01,22,ORL,NBA,2004-05,79,21,20.4,3.6,7.9,3.1,6.2,0.6,1.8,0.9,1.4,0.7,1.8,2.4,3,1,0,1.5,2.5,8.7,0.455,0.497,0.312,0.49,0.682,0.51
940,Andres Nocioni\nocioan01,25,CHI,NBA,2004-05,81,38,23.4,3,7.4,2.7,6.2,0.3,1.2,2.1,2.7,0.9,3.9,4.8,1.5,0.5,0.4,1.7,2.6,8.4,0.401,0.429,0.258,0.422,0.766,0.484
941,Emeka Okafor\okafoem01,22,CHA,NBA,2004-05,73,73,35.6,6.1,13.7,6.1,13.7,0,0,2.9,4.7,3.8,7.1,10.9,0.9,0.8,1.7,1.7,2.9,15.1,0.447,0.447,0,0.447,0.609,0.479
942,Pavel Podkolzin\podkopa01,20,DAL,NBA,2004-05,5,0,2,0,0,0,0,0,0,0.2,0.4,0,0.4,0.4,0,0,0,0.4,0.8,0.2,,,,,0.5,0.568
943,Peter John Ramos\ramospe01,19,WAS,NBA,2004-05,6,0,3.3,0.8,1.7,0.8,1.7,0,0,0.2,0.3,0.2,0.5,0.7,0,0,0.2,0.5,0.7,1.8,0.5,0.5,,0.5,0.5,0.506
944,Justin Reed\reedju01,23,BOS,NBA,2004-05,23,0,5.3,0.7,1.3,0.7,1.1,0,0.1,0.5,0.7,0.3,0.3,0.7,0.4,0.1,0,0.2,0.5,1.8,0.517,0.577,0,0.517,0.733,0.576
945,Jared Reiner\reineja01,22,CHI,NBA,2004-05,19,2,6.9,0.5,1.6,0.5,1.6,0,0,0.1,0.2,0.7,1.3,2,0.1,0.2,0.4,0.5,1.8,1.1,0.333,0.333,,0.333,0.25,0.331
946,Bernard Robinson\robinbe01,24,CHA,NBA,2004-05,31,1,10.6,1.2,2.6,1.1,2.4,0.1,0.3,0.6,0.8,0.5,1.1,1.5,1,0.4,0.1,0.6,1.4,3,0.444,0.452,0.375,0.463,0.692,0.503
947,Quinton Ross\rossqu01,23,LAC,NBA,2004-05,78,19,21.3,2.1,4.8,2.1,4.7,0,0.1,0.9,1.4,0.8,1.9,2.7,1.4,0.7,0.3,0.7,2.1,5.1,0.432,0.434,0.25,0.433,0.673,0.471
948,Ha Seung-Jin\seungha01,19,POR,NBA,2004-05,19,0,5.5,0.5,1.2,0.5,1.2,0,0,0.3,0.6,0.3,0.6,0.9,0.1,0.1,0.3,0.6,1.1,1.4,0.435,0.435,,0.435,0.545,0.467
949,Donta Smith\smithdo04,21,ATL,NBA,2004-05,38,0,11.4,1.2,3,1,2.4,0.2,0.6,0.9,1.3,0.5,0.9,1.4,1,0.6,0.1,0.7,1.3,3.3,0.389,0.418,0.273,0.416,0.688,0.473
950,J.R. Smith\smithjr01,19,NOH,NBA,2004-05,76,56,24.5,3.9,9.8,2.8,6.1,1.1,3.7,1.5,2.1,0.5,1.5,2,1.9,0.7,0.1,1.4,1.8,10.3,0.394,0.458,0.288,0.449,0.689,0.478
951,Josh Smith\smithjo03,19,ATL,NBA,2004-05,74,59,27.7,3.7,8.1,3.6,7.8,0.1,0.3,2.2,3.2,2,4.2,6.2,1.7,0.8,1.9,1.8,2.1,9.7,0.455,0.466,0.174,0.458,0.688,0.506
952,Kirk Snyder\snydeki01,21,UTA,NBA,2004-05,68,7,13.3,1.8,4.8,1.4,3.6,0.4,1.3,0.9,1.4,0.7,1,1.8,0.5,0.4,0.3,0.9,1.7,5,0.372,0.379,0.353,0.418,0.667,0.456
953,Pape Sow\sowpa01,23,TOR,NBA,2004-05,27,4,9.4,0.9,2.1,0.9,2.1,0,0,0.6,1,0.7,1.4,2.1,0.1,0.4,0.1,0.4,1.7,2.3,0.397,0.397,,0.397,0.593,0.444
954,Awvee Storey\storeaw01,27,NJN,NBA,2004-05,9,0,3.6,0.3,1.1,0.2,0.9,0.1,0.2,0.1,0.2,0.4,0.1,0.6,0.1,0,0,0,0.3,0.9,0.3,0.25,0.5,0.35,0.5,0.368
955,Robert Swift\swiftro01,19,SEA,NBA,2004-05,16,0,4.5,0.3,0.7,0.3,0.7,0,0,0.3,0.6,0.1,0.3,0.3,0.1,0.1,0.4,0.3,1,0.9,0.455,0.455,,0.455,0.556,0.501
956,Yuta Tabuse\tabusyu01,24,PHO,NBA,2004-05,4,0,4.3,0.3,1.5,0,1.3,0.3,0.3,1,1,0.5,0.5,1,0.8,0,0,0.3,0.3,1.8,0.167,0,1,0.25,1,0.451
957,Sebastian Telfair\telfase01,19,POR,NBA,2004-05,68,26,19.6,2.5,6.3,2.2,5.3,0.3,1,1.5,2,0.1,1.4,1.5,3.3,0.5,0.1,1.8,1.8,6.8,0.393,0.421,0.246,0.413,0.789,0.471
958,Billy Thomas\thomabi01,29,NJN,NBA,2004-05,25,0,14.2,1.4,3.8,0.7,1.5,0.7,2.2,0.3,0.4,0.3,1.2,1.4,0.7,0.6,0,0.4,1.2,3.7,0.362,0.447,0.304,0.452,0.778,0.47
959,James Thomas\thomaja02,24,TOT,NBA,2004-05,11,2,10.6,1.1,1.8,1.1,1.8,0,0,0.2,0.5,1.5,1.8,3.4,0.4,0.4,0.4,0.6,1.2,2.4,0.6,0.6,,0.6,0.333,0.574
960,Beno Udrih\udrihbe01,22,SAS,NBA,2004-05,80,2,14.4,2.2,4.9,1.4,3.1,0.7,1.8,0.8,1.1,0.2,0.8,1,1.9,0.5,0.1,1,1.2,5.9,0.444,0.464,0.408,0.518,0.753,0.549
961,Anderson Varejao\varejan01,22,CLE,NBA,2004-05,54,0,16,1.8,3.6,1.8,3.5,0,0,1.3,2.4,2,2.7,4.8,0.5,0.8,0.7,0.5,2.3,4.9,0.513,0.518,0,0.513,0.535,0.534
962,Jackson Vroman\vromaja01,23,TOT,NBA,2004-05,46,18,15.3,1.8,4.3,1.8,4.3,0,0.1,1,1.6,1.4,2.4,3.8,0.9,0.5,0.4,1.4,2.3,4.6,0.412,0.418,0,0.412,0.64,0.457
963,Sasha Vujacic\vujacsa01,20,LAL,NBA,2004-05,35,3,11.5,0.9,3.3,0.5,1.5,0.5,1.8,0.5,0.5,0.4,1.4,1.8,1.5,0.3,0.1,0.4,1.2,2.9,0.282,0.296,0.27,0.355,0.947,0.403
964,Delonte West\westde01,21,BOS,NBA,2004-05,39,7,13,1.7,4,1.1,2.3,0.6,1.7,0.5,0.7,0.4,1.3,1.7,1.4,0.5,0.2,0.6,1.8,4.5,0.426,0.477,0.358,0.503,0.704,0.524
965,Damien Wilkins\wilkida02,25,SEA,NBA,2004-05,29,7,17.9,2.5,5.8,2,3.8,0.6,2,0.7,1.2,1,1.3,2.3,0.9,0.8,0.3,0.6,1.9,6.3,0.435,0.523,0.271,0.482,0.618,0.5
966,Dorell Wright\wrighdo01,19,MIA,NBA,2004-05,3,0,9,1,3.7,1,2.3,0,1.3,0.3,0.3,0,0.3,0.3,1,1.3,0,1,0.7,2.3,0.273,0.429,0,0.273,1,0.306
967,Carmelo Anthony\anthoca01,19,DEN,NBA,2003-04,82,82,36.5,7.6,17.9,6.8,15.3,0.8,2.6,5,6.4,2.2,3.8,6.1,2.8,1.2,0.5,3,2.7,21,0.426,0.444,0.322,0.449,0.777,0.509
968,Marcus Banks\banksma01,22,BOS,NBA,2003-04,81,2,17.1,2.2,5.5,1.9,4.4,0.3,1.1,1.2,1.6,0.4,1.3,1.6,2.2,1.1,0.2,1.5,2.1,5.9,0.4,0.421,0.314,0.431,0.756,0.48
969,Leandro Barbosa\barbole01,21,PHO,NBA,2003-04,70,46,21.4,3,6.7,1.8,3.7,1.2,3,0.7,0.9,0.3,1.4,1.8,2.4,1.3,0.1,1.7,2.6,7.9,0.447,0.488,0.395,0.535,0.77,0.553
970,Matt Barnes\barnema02,23,LAC,NBA,2003-04,38,9,19.1,1.7,3.6,1.6,3.3,0.1,0.3,1.1,1.6,1.4,2.6,4,1.3,0.7,0.1,1.2,2,4.5,0.457,0.488,0.154,0.464,0.705,0.519
971,Jerome Beasley\beaslje01,23,MIA,NBA,2003-04,2,0,2.5,0.5,1.5,0.5,1.5,0,0,0,0,0,0.5,0.5,0,0,0,0,0,1,0.333,0.333,,0.333,,0.333
972,Troy Bell\belltr01,23,MEM,NBA,2003-04,6,0,5.7,0.7,3,0.7,2.3,0,0.7,0.5,0.5,0.5,0.2,0.7,0.7,0.2,0,1,1,1.8,0.222,0.286,0,0.222,1,0.285
973,Steve Blake\blakest01,23,WAS,NBA,2003-04,75,14,18.6,2.1,5.4,1.1,2.7,1,2.7,0.7,0.9,0.2,1.3,1.6,2.8,0.8,0.1,1.7,1.3,5.9,0.386,0.4,0.371,0.478,0.821,0.509
974,Keith Bogans\boganke01,23,ORL,NBA,2003-04,73,36,24.5,2.5,6.2,1.6,3.7,0.9,2.6,0.9,1.4,1.5,2.9,4.3,1.3,0.6,0.1,1,1.8,6.8,0.403,0.434,0.358,0.477,0.631,0.499
975,Curtis Borchardt\borchcu01,23,UTA,NBA,2003-04,16,0,16.1,1.4,3.5,1.4,3.4,0,0.1,0.9,1.1,0.8,2.6,3.4,0.9,0.3,0.9,1.1,2.5,3.6,0.393,0.4,0,0.393,0.778,0.454
976,Chris Bosh\boshch01,19,TOR,NBA,2003-04,75,63,33.5,4.4,9.5,4.3,9.3,0.1,0.2,2.7,3.8,2.5,4.9,7.4,1,0.8,1.4,1.4,2.9,11.5,0.459,0.461,0.357,0.463,0.701,0.513
977,Torraye Braggs\braggto01,27,TOT,NBA,2003-04,15,0,10.3,1.1,2.2,1.1,2.2,0,0,0.5,0.8,1.2,1.4,2.6,0.5,0.3,0.1,0.9,1.9,2.7,0.485,0.485,,0.485,0.667,0.522
978,Zarko Cabarkapa\cabarza01,22,PHO,NBA,2003-04,49,4,11.6,1.7,4,1.5,3.4,0.1,0.7,0.7,1.1,0.5,1.5,2,0.8,0.2,0.3,1.1,1.5,4.1,0.411,0.455,0.188,0.426,0.66,0.461
979,Matt Carroll\carroma01,23,TOT,NBA,2003-04,16,0,4.4,0.4,1,0.4,0.8,0.1,0.2,0.3,0.4,0.1,0.3,0.4,0.1,0.1,0,0.4,0.5,1.2,0.438,0.462,0.333,0.469,0.667,0.51
980,Maurice Carter\cartema01,27,TOT,NBA,2003-04,10,0,11,1.1,3.5,0.7,2.4,0.4,1.1,1.6,2,0.2,0.9,1.1,0.4,0,0,0.9,1,4.2,0.314,0.292,0.364,0.371,0.8,0.479
981,Brian Cook\cookbr01,23,LAL,NBA,2003-04,35,2,12.6,1.9,4,1.9,3.9,0,0.1,0.6,0.8,0.9,2,2.9,0.6,0.5,0.5,0.5,1.8,4.4,0.475,0.493,0,0.475,0.75,0.505
982,Omar Cook\cookom01,22,POR,NBA,2003-04,17,0,8.2,0.4,1.6,0.4,1.5,0,0.1,0,0,0.2,0.2,0.4,1.4,0.6,0,0.6,0.8,0.8,0.259,0.269,0,0.259,,0.259
983,Marquis Daniels\daniema01,23,DAL,NBA,2003-04,56,15,18.6,3.6,7.3,3.4,6.7,0.2,0.6,1.1,1.4,1.2,1.4,2.6,2.1,0.9,0.2,0.8,0.9,8.5,0.494,0.512,0.306,0.507,0.769,0.536
984,Josh Davis\davisjo02,23,ATL,NBA,2003-04,4,1,5.8,0.5,1.3,0.5,0.8,0,0.5,0.3,0.3,0.3,1,1.3,0,0,0,0.5,0.8,1.3,0.4,0.667,0,0.4,1,0.46
985,Boris Diaw\diawbo01,21,ATL,NBA,2003-04,76,37,25.3,1.8,4.1,1.8,3.8,0.1,0.3,0.7,1.2,1.5,3,4.5,2.4,0.8,0.5,1.7,2.5,4.5,0.447,0.467,0.231,0.457,0.602,0.483
986,Kaniel Dickens\dickeka01,25,POR,NBA,2003-04,3,0,4,1,1,1,1,0,0,0.3,0.7,0.7,0,0.7,0,0,0,0.3,1,2.3,1,1,,1,0.5,0.902
987,Ronald Dupree\duprero01,23,CHI,NBA,2003-04,47,8,19,2.4,6,2.3,5.8,0.1,0.2,1.4,2.2,1.2,2.4,3.6,1.2,0.7,0.4,1.1,2.9,6.2,0.394,0.392,0.444,0.401,0.629,0.445
988,Ndudi Ebi\ebind01,19,MIN,NBA,2003-04,17,0,1.9,0.4,0.8,0.4,0.8,0,0,0.1,0.2,0.1,0.1,0.2,0.2,0,0.2,0.2,0.4,0.8,0.429,0.429,,0.429,0.25,0.412
989,Francisco Elson\elsonfr01,27,DEN,NBA,2003-04,62,14,14.1,1.5,3.2,1.5,3.2,0,0,0.5,0.7,1,2.2,3.3,0.5,0.6,0.6,0.6,2.3,3.5,0.472,0.475,0,0.472,0.667,0.498
990,Desmond Ferguson\fergude01,26,POR,NBA,2003-04,7,0,4.6,0.7,1.7,0.3,0.6,0.4,1.1,0,0.3,0,0.6,0.6,0.1,0,0,0.1,0,1.9,0.417,0.5,0.375,0.542,0,0.505
991,T.J. Ford\fordtj01,20,MIL,NBA,2003-04,55,55,26.8,2.8,7.2,2.7,6.9,0.1,0.4,1.5,1.8,0.7,2.5,3.2,6.5,1.1,0.1,2.5,2.2,7.1,0.384,0.393,0.238,0.391,0.816,0.443
992,Richie Frahm\frahmri01,26,SEA,NBA,2003-04,54,0,8.7,1.2,2.6,0.5,0.9,0.6,1.7,0.4,0.5,0.2,0.8,1,0.4,0.3,0.1,0.1,0.9,3.4,0.453,0.617,0.37,0.576,0.885,0.608
993,Hiram Fuller\fullehi01,22,ATL,NBA,2003-04,4,0,10.8,0.8,2,0.8,2,0,0,0.5,1.5,1,1.8,2.8,0.5,0,0.3,1,1.3,2,0.375,0.375,,0.375,0.333,0.376
994,Reece Gaines\gainere01,23,ORL,NBA,2003-04,38,1,9.6,0.7,2.3,0.6,2,0.1,0.3,0.4,0.7,0.2,0.8,1,1.1,0.3,0.1,0.5,0.6,1.8,0.291,0.289,0.3,0.308,0.64,0.356
995,Alex Garcia\garcial01,23,SAS,NBA,2003-04,2,0,6.5,0.5,3.5,0.5,3.5,0,0,0.5,1,0,0,0,0,1,0,0.5,0,1.5,0.143,0.143,,0.143,0.5,0.19
996,Willie Green\greenwi01,22,PHI,NBA,2003-04,53,0,14.5,2.7,6.7,2.3,5.6,0.4,1.2,1.1,1.5,0.3,0.9,1.2,1,0.5,0.1,1.1,1.6,6.9,0.401,0.419,0.311,0.427,0.728,0.464
997,Ben Handlogten\handlbe01,30,UTA,NBA,2003-04,17,0,10.1,1.5,2.8,1.5,2.8,0,0,1.1,1.6,1.3,1.9,3.2,0.4,0.2,0.2,0.6,1.9,4,0.532,0.532,,0.532,0.667,0.577
998,Travis Hansen\hansetr01,25,ATL,NBA,2003-04,41,4,12.4,1.1,3.2,0.9,2.4,0.2,0.7,0.5,0.7,0.7,1,1.7,0.5,0.2,0.2,0.4,1.6,3,0.354,0.37,0.3,0.388,0.815,0.433
999,Udonis Haslem\hasleud01,23,MIA,NBA,2003-04,75,24,23.9,2.7,6,2.7,5.9,0,0,1.9,2.4,2.5,3.8,6.3,0.7,0.4,0.3,1,2.6,7.3,0.459,0.462,0,0.459,0.765,0.521
1000,Jarvis Hayes\hayesja01,22,WAS,NBA,2003-04,70,42,29.2,4,9.9,3.4,8.1,0.6,1.9,1.1,1.4,1,2.8,3.8,1.5,1,0.2,1.6,2.2,9.6,0.4,0.422,0.305,0.429,0.786,0.456
1001,Kirk Hinrich\hinriki01,23,CHI,NBA,2003-04,76,66,35.6,4.2,10.8,2.3,6,1.9,4.9,1.8,2.2,0.6,2.9,3.4,6.8,1.3,0.3,2.7,3.6,12,0.386,0.383,0.39,0.474,0.804,0.51
1002,Josh Howard\howarjo01,23,DAL,NBA,2003-04,67,29,23.7,3.4,7.9,3.1,7,0.3,1,1.4,2.1,2.2,3.3,5.5,1.4,1,0.8,1,2.5,8.6,0.43,0.448,0.303,0.449,0.703,0.485
1003,Brandon Hunter\huntebr01,23,BOS,NBA,2003-04,36,12,11.3,1.5,3.2,1.5,3.1,0,0.1,0.5,1.2,1.4,1.9,3.3,0.5,0.4,0,0.6,1.1,3.5,0.457,0.469,0,0.457,0.442,0.463
1004,LeBron James\jamesle01,19,CLE,NBA,2003-04,79,79,39.5,7.9,18.9,7.1,16.1,0.8,2.7,4.4,5.8,1.3,4.2,5.5,5.9,1.6,0.7,3.5,1.9,20.9,0.417,0.438,0.29,0.438,0.754,0.488
1005,Britton Johnsen\johnsbr01,24,ORL,NBA,2003-04,20,4,14.5,0.9,3,0.8,2.4,0.1,0.6,0.4,0.8,0.8,1.5,2.3,0.6,0.4,0.1,0.7,1.4,2.1,0.288,0.34,0.083,0.297,0.438,0.318
1006,Linton Johnson\johnsli01,23,CHI,NBA,2003-04,41,20,17.9,1.8,5,1.6,4.1,0.2,0.8,0.5,0.9,1.4,3,4.5,0.7,0.9,0.8,0.9,2.2,4.2,0.355,0.382,0.212,0.372,0.595,0.394
1007,Dahntay Jones\jonesda02,23,MEM,NBA,2003-04,20,0,7.7,0.8,2.7,0.7,2.5,0.1,0.2,0.3,0.6,0.4,0.8,1.2,0.6,0.3,0.3,0.6,1.2,1.8,0.283,0.286,0.25,0.292,0.455,0.311
1008,James Jones\jonesja02,23,IND,NBA,2003-04,6,0,4.3,0.3,1.5,0.2,0.8,0.2,0.7,0.3,0.3,0,0.3,0.3,0,0.2,0,0,0.2,1.2,0.222,0.2,0.25,0.278,1,0.354
1009,Chris Kaman\kamanch01,21,LAC,NBA,2003-04,82,61,22.5,2.4,5.3,2.4,5.3,0,0,1.2,1.7,1.5,4.1,5.6,1,0.3,0.9,1.9,2.6,6.1,0.46,0.462,0,0.46,0.697,0.502
1010,Jason Kapono\kaponja01,22,CLE,NBA,2003-04,41,3,10.4,1.3,3.1,0.8,2.1,0.5,1.1,0.5,0.6,0.5,0.9,1.3,0.3,0.3,0,0.5,1,3.5,0.403,0.365,0.477,0.484,0.833,0.519
1011,Kyle Korver\korveky01,22,PHI,NBA,2003-04,74,0,11.9,1.6,4.4,0.5,1.6,1.1,2.8,0.3,0.3,0.4,1.1,1.5,0.5,0.3,0.1,0.6,1.4,4.5,0.352,0.283,0.391,0.476,0.792,0.489
1012,Maciej Lampe\lampema01,18,PHO,NBA,2003-04,21,0,10.7,2,4.2,2,4,0,0.2,0.5,0.6,0.4,1.7,2.1,0.4,0.1,0.1,0.7,1.3,4.6,0.489,0.512,0,0.489,0.769,0.512
1013,Raul Lopez\lopezra01,23,UTA,NBA,2003-04,82,11,19.7,2.7,6.3,2.4,5.3,0.3,1,1.2,1.4,0.3,1.6,1.9,3.7,0.8,0,2.1,2.4,7,0.431,0.458,0.294,0.456,0.863,0.503
1014,Keith McLeod\mcleoke01,24,MIN,NBA,2003-04,33,0,11.8,0.8,2.5,0.8,2.2,0,0.3,1,1.3,0.2,0.9,1,1.8,0.5,0,0.9,1.2,2.7,0.329,0.361,0.1,0.335,0.767,0.436
1015,Darko Milicic\milicda01,18,DET,NBA,2003-04,34,0,4.7,0.5,1.9,0.5,1.9,0,0,0.4,0.7,0.3,0.9,1.3,0.2,0.2,0.4,0.4,1,1.4,0.262,0.266,0,0.262,0.583,0.318
1016,Travis Outlaw\outlatr01,19,POR,NBA,2003-04,8,0,2.4,0.4,0.9,0.4,0.9,0,0,0.3,0.5,0.3,0.3,0.5,0.1,0.1,0,0.1,0.1,1,0.429,0.429,,0.429,0.5,0.457
1017,Zaza Pachulia\pachuza01,19,ORL,NBA,2003-04,59,2,11.3,1.2,3,1.2,3,0,0,1,1.5,1.2,1.8,2.9,0.2,0.4,0.2,0.6,1.5,3.3,0.389,0.389,,0.389,0.644,0.452
1018,Sasha Pavlovic\pavloal01,20,UTA,NBA,2003-04,79,14,14.5,1.9,4.8,1.6,3.9,0.2,0.9,0.8,1.1,0.6,1.5,2,0.8,0.5,0.2,0.8,2.4,4.8,0.396,0.425,0.271,0.422,0.774,0.463
1019,Desmond Penigar\penigde01,22,ORL,NBA,2003-04,10,0,8.9,1.4,2.8,1.4,2.8,0,0,0.4,0.4,0.6,1.8,2.4,0.3,0.2,0.2,0.6,1.4,3.2,0.5,0.5,,0.5,1,0.538
1020,Kirk Penney\penneki01,23,MIA,NBA,2003-04,2,0,9,0.5,3,0,1.5,0.5,1.5,0,0,0,0.5,0.5,0.5,0.5,0,1.5,0.5,1.5,0.167,0,0.333,0.25,,0.25
1021,Kendrick Perkins\perkike01,19,BOS,NBA,2003-04,10,0,3.5,0.8,1.5,0.8,1.5,0,0,0.6,0.9,0.5,0.9,1.4,0.3,0,0.2,0.5,0.6,2.2,0.533,0.533,,0.533,0.667,0.58
1022,Mickael Pietrus\pietrmi01,21,GSW,NBA,2003-04,53,22,14.1,1.8,4.4,1.2,2.4,0.7,2,1,1.4,0.9,1.3,2.2,0.5,0.6,0.2,0.8,1.9,5.3,0.416,0.484,0.333,0.491,0.693,0.528
1023,Zoran Planinic\planizo01,21,NJN,NBA,2003-04,49,1,9.7,1.1,2.6,0.9,2,0.2,0.7,0.8,1.2,0.3,0.8,1.1,1.4,0.3,0.1,0.7,1.4,3.1,0.411,0.454,0.281,0.446,0.633,0.492
1024,Luke Ridnour\ridnolu01,22,SEA,NBA,2003-04,69,6,16.1,2.1,5.1,1.7,3.9,0.4,1.2,0.9,1.1,0.5,1.1,1.6,2.4,0.8,0.1,1.2,1.5,5.5,0.414,0.437,0.338,0.453,0.823,0.496
1025,Theron Smith\smithth01,23,MEM,NBA,2003-04,20,0,8.9,0.8,2.2,0.5,1.6,0.3,0.6,0.3,0.4,0.7,1.4,2.1,0.4,0.3,0.3,0.7,0.9,2.2,0.372,0.323,0.5,0.442,0.75,0.473
1026,Darius Songaila\songada01,25,SAC,NBA,2003-04,73,7,13.4,1.8,3.7,1.8,3.7,0,0,1,1.2,1.2,1.8,3.1,0.7,0.6,0.2,0.6,1.7,4.6,0.487,0.487,,0.487,0.807,0.541
1027,Mike Sweetney\sweetmi01,21,NYK,NBA,2003-04,42,1,11.8,1.6,3.3,1.6,3.3,0,0,1,1.4,1.6,2.1,3.7,0.3,0.4,0.3,0.8,1.4,4.3,0.493,0.496,0,0.493,0.724,0.544
1028,Ime Udoka\udokaim01,26,LAL,NBA,2003-04,4,0,7,0.8,2.3,0.8,2,0,0.3,0.5,1,0.3,1,1.3,0.5,0.5,0.3,0.8,0.8,2,0.333,0.375,0,0.333,0.5,0.372
1029,Slavko Vranes\vranesl01,21,POR,NBA,2003-04,1,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,,0
1030,Dwyane Wade\wadedw01,22,MIA,NBA,2003-04,61,56,34.9,6.1,13.1,5.8,12.2,0.3,0.9,3.8,5.1,1.4,2.7,4,4.5,1.4,0.6,3.2,2.3,16.2,0.465,0.477,0.302,0.475,0.747,0.53
1031,Luke Walton\waltolu01,23,LAL,NBA,2003-04,72,2,10.1,0.9,2.1,0.7,1.6,0.2,0.5,0.4,0.6,0.5,1.2,1.8,1.6,0.4,0.1,0.6,1,2.4,0.425,0.456,0.333,0.467,0.705,0.505
1032,David West\westda01,23,NOH,NBA,2003-04,71,1,13.1,1.5,3.2,1.5,3.2,0,0,0.8,1.1,1.6,2.5,4.2,0.8,0.4,0.4,0.7,1.6,3.8,0.474,0.478,0,0.474,0.713,0.519
1033,Mo Williams\willima01,21,UTA,NBA,2003-04,57,0,13.5,2,5.3,1.8,4.6,0.2,0.7,0.8,1,0.4,0.9,1.3,1.3,0.5,0,0.9,1.5,5,0.38,0.398,0.256,0.396,0.786,0.433
1034,Robert Archibald\archiro01,22,MEM,NBA,2002-03,12,0,6,0.5,1.7,0.5,1.7,0,0,0.6,1.5,0.5,0.9,1.4,0.3,0,0.3,0.6,0.8,1.6,0.3,0.3,,0.3,0.389,0.34
1035,Maceo Baston\bastoma01,27,TOR,NBA,2002-03,16,0,6.6,0.9,1.6,0.9,1.6,0,0,0.6,0.8,0.3,1.2,1.4,0,0.3,0.7,0.4,1,2.5,0.6,0.6,,0.6,0.833,0.661
1036,Mike Batiste\batismi01,25,MEM,NBA,2002-03,75,2,16.6,2.6,6.2,2.4,5.1,0.2,1.1,0.9,1.2,1.1,2.3,3.4,0.7,0.6,0.2,0.9,1.6,6.4,0.422,0.464,0.222,0.441,0.784,0.476
1037,Lonny Baxter\baxtelo01,24,CHI,NBA,2002-03,55,0,12.4,1.7,3.7,1.7,3.7,0,0,1.3,1.9,1.2,1.8,3,0.3,0.2,0.4,0.8,2.5,4.8,0.466,0.471,0,0.466,0.68,0.521
1038,Carlos Boozer\boozeca01,21,CLE,NBA,2002-03,81,54,25.3,4.1,7.6,4.1,7.6,0,0,1.8,2.4,2.5,5,7.5,1.3,0.7,0.6,1.3,2.8,10,0.536,0.536,0,0.536,0.771,0.577
1039,J.R. Bremer\bremejr01,22,BOS,NBA,2002-03,64,41,23.5,2.7,7.3,1.1,2.8,1.6,4.5,1.3,1.7,0.3,2,2.3,2.6,0.6,0,0.9,1.3,8.3,0.369,0.393,0.353,0.477,0.766,0.515
1040,Devin Brown\brownde02,24,TOT,NBA,2002-03,10,2,9.3,1.2,3.5,1.2,3.4,0,0.1,0.6,0.8,0.8,1,1.8,0.7,0.4,0.1,0.9,1.4,3,0.343,0.353,0,0.343,0.75,0.389
1041,Pat Burke\burkepa01,29,ORL,NBA,2002-03,62,8,12.6,1.8,4.8,1.8,4.7,0,0.1,0.6,0.9,0.9,1.4,2.4,0.4,0.3,0.4,0.8,1.6,4.3,0.382,0.388,0.143,0.383,0.69,0.415
1042,Caron Butler\butleca01,22,MIA,NBA,2002-03,78,78,36.6,5.5,13.2,5.1,11.9,0.4,1.4,4,4.8,1.7,3.4,5.1,2.7,1.8,0.4,2.5,2.9,15.4,0.416,0.427,0.318,0.432,0.824,0.502
